time,open,high,low,close,volume
2020-11-23 13:00:00+00:00,1.30508,1.3067,1.30472,1.30615,1402
2020-11-23 14:00:00+00:00,1.30612,1.30776,1.30554,1.30767,1916
2020-11-23 15:00:00+00:00,1.3077,1.31096,1.3075,1.30944,2851
2020-11-23 16:00:00+00:00,1.30946,1.31128,1.30862,1.3098,2372
2020-11-23 17:00:00+00:00,1.30982,1.31038,1.3084,1.30914,1476
2020-11-23 18:00:00+00:00,1.30916,1.3095,1.3088,1.309,708
2020-11-23 19:00:00+00:00,1.30897,1.30966,1.30778,1.30795,1028
2020-11-23 20:00:00+00:00,1.30797,1.30848,1.30742,1.3081,1124
2020-11-23 21:00:00+00:00,1.30808,1.30878,1.30792,1.30862,456
2020-11-23 22:00:00+00:00,1.30856,1.30856,1.30814,1.30838,45
2020-11-23 23:00:00+00:00,1.30834,1.30848,1.30681,1.30747,669
2020-11-24 00:00:00+00:00,1.30744,1.3076,1.30619,1.30647,704
2020-11-24 01:00:00+00:00,1.30644,1.3067,1.30531,1.30626,1342
2020-11-24 02:00:00+00:00,1.30624,1.30634,1.3054,1.3056,656
2020-11-24 03:00:00+00:00,1.30558,1.30585,1.30487,1.30508,615
2020-11-24 04:00:00+00:00,1.30506,1.30522,1.30446,1.30456,392
2020-11-24 05:00:00+00:00,1.30454,1.30476,1.30437,1.30466,501
2020-11-24 06:00:00+00:00,1.30464,1.30476,1.30404,1.3046,510
2020-11-24 07:00:00+00:00,1.30458,1.30536,1.30414,1.3051,813
2020-11-24 08:00:00+00:00,1.30507,1.30507,1.3011,1.30248,2315
2020-11-24 09:00:00+00:00,1.3025,1.30326,1.30219,1.3029,1248
2020-11-24 10:00:00+00:00,1.30288,1.30392,1.30278,1.3032,1085
2020-11-24 11:00:00+00:00,1.30317,1.30572,1.30292,1.30562,1250
2020-11-24 12:00:00+00:00,1.30564,1.30664,1.3044,1.30585,1395
2020-11-24 13:00:00+00:00,1.30587,1.30786,1.30581,1.30741,2063
2020-11-24 14:00:00+00:00,1.30738,1.3091,1.30466,1.3048,2600
2020-11-24 15:00:00+00:00,1.30482,1.30628,1.30333,1.30348,2636
2020-11-24 16:00:00+00:00,1.30346,1.30349,1.30218,1.3029,1834
2020-11-24 17:00:00+00:00,1.30286,1.30298,1.3018,1.30258,1006
2020-11-24 18:00:00+00:00,1.30256,1.30264,1.30096,1.30198,923
2020-11-24 19:00:00+00:00,1.30196,1.30205,1.30051,1.30054,958
2020-11-24 20:00:00+00:00,1.30056,1.3007,1.30002,1.30006,933
2020-11-24 21:00:00+00:00,1.30008,1.30034,1.29947,1.29974,436
2020-11-24 22:00:00+00:00,1.29958,1.2998,1.29944,1.29968,84
2020-11-24 23:00:00+00:00,1.29972,1.29997,1.29948,1.29964,324
2020-11-25 00:00:00+00:00,1.29961,1.29983,1.29906,1.29952,485
2020-11-25 01:00:00+00:00,1.29955,1.2996,1.29922,1.29954,539
2020-11-25 02:00:00+00:00,1.29951,1.30011,1.29934,1.2997,465
2020-11-25 03:00:00+00:00,1.29968,1.30042,1.29963,1.29994,587
2020-11-25 04:00:00+00:00,1.29997,1.30022,1.29992,1.30016,309
2020-11-25 05:00:00+00:00,1.30018,1.30176,1.29998,1.30171,691
2020-11-25 06:00:00+00:00,1.30173,1.30284,1.30141,1.30198,777
2020-11-25 07:00:00+00:00,1.302,1.30206,1.30037,1.30061,945
2020-11-25 08:00:00+00:00,1.30063,1.30143,1.29981,1.30046,1391
2020-11-25 09:00:00+00:00,1.30043,1.30154,1.29994,1.30053,1112
2020-11-25 10:00:00+00:00,1.30051,1.30162,1.30018,1.30146,823
2020-11-25 11:00:00+00:00,1.30148,1.30292,1.30137,1.30232,718
2020-11-25 12:00:00+00:00,1.30234,1.3025,1.30122,1.30188,766
2020-11-25 13:00:00+00:00,1.30186,1.302,1.30064,1.30128,1434
2020-11-25 14:00:00+00:00,1.30126,1.30179,1.30072,1.30166,1756
2020-11-25 15:00:00+00:00,1.30168,1.30264,1.29974,1.30112,2227
2020-11-25 16:00:00+00:00,1.30109,1.30147,1.29944,1.29964,1410
2020-11-25 17:00:00+00:00,1.29962,1.29966,1.29865,1.2994,1082
2020-11-25 18:00:00+00:00,1.29938,1.30018,1.29905,1.30002,678
2020-11-25 19:00:00+00:00,1.29999,1.30102,1.29931,1.29968,914
2020-11-25 20:00:00+00:00,1.2997,1.30026,1.29906,1.29964,724
2020-11-25 21:00:00+00:00,1.29966,1.30091,1.2996,1.30068,440
2020-11-25 22:00:00+00:00,1.30078,1.30082,1.3,1.3004,110
2020-11-25 23:00:00+00:00,1.30036,1.30056,1.30022,1.30026,96
2020-11-26 00:00:00+00:00,1.30028,1.30082,1.30028,1.30048,329
2020-11-26 01:00:00+00:00,1.3005,1.30055,1.29913,1.29968,521
2020-11-26 02:00:00+00:00,1.29966,1.30006,1.29958,1.29966,393
2020-11-26 03:00:00+00:00,1.29969,1.3002,1.29913,1.30016,414
2020-11-26 04:00:00+00:00,1.30014,1.30016,1.29972,1.30002,268
2020-11-26 05:00:00+00:00,1.3,1.30022,1.29993,1.30002,350
2020-11-26 06:00:00+00:00,1.3,1.30016,1.29937,1.29998,406
2020-11-26 07:00:00+00:00,1.29994,1.30039,1.29907,1.30032,577
2020-11-26 08:00:00+00:00,1.3003,1.30102,1.29974,1.30086,1041
2020-11-26 09:00:00+00:00,1.30088,1.30114,1.30016,1.30096,711
2020-11-26 10:00:00+00:00,1.30098,1.30136,1.30046,1.3008,667
2020-11-26 11:00:00+00:00,1.30083,1.3009,1.30028,1.30056,510
2020-11-26 12:00:00+00:00,1.30059,1.30126,1.30035,1.30074,620
2020-11-26 13:00:00+00:00,1.30072,1.3008,1.29998,1.30007,560
2020-11-26 14:00:00+00:00,1.30004,1.30176,1.30002,1.30151,667
2020-11-26 15:00:00+00:00,1.30154,1.30226,1.30111,1.30188,638
2020-11-26 16:00:00+00:00,1.30186,1.30214,1.30104,1.3011,587
2020-11-26 17:00:00+00:00,1.30114,1.3016,1.30089,1.30159,357
2020-11-26 18:00:00+00:00,1.30162,1.3017,1.30115,1.3013,1581
2020-11-26 19:00:00+00:00,1.30128,1.30193,1.30116,1.30188,697
2020-11-26 20:00:00+00:00,1.3019,1.3021,1.30168,1.30196,319
2020-11-26 21:00:00+00:00,1.30199,1.30212,1.30146,1.30178,208
2020-11-26 22:00:00+00:00,1.3019,1.3022,1.30168,1.3019,72
2020-11-26 23:00:00+00:00,1.30194,1.30232,1.30164,1.30212,159
2020-11-27 00:00:00+00:00,1.3021,1.30237,1.30187,1.30224,422
2020-11-27 01:00:00+00:00,1.30226,1.3025,1.30208,1.30214,527
2020-11-27 02:00:00+00:00,1.30212,1.3025,1.30183,1.30185,376
2020-11-27 03:00:00+00:00,1.30187,1.30212,1.30138,1.30166,401
2020-11-27 04:00:00+00:00,1.30164,1.30175,1.30102,1.3011,236
2020-11-27 05:00:00+00:00,1.30113,1.30148,1.30064,1.30066,284
2020-11-27 06:00:00+00:00,1.30068,1.30073,1.30018,1.30024,390
2020-11-27 07:00:00+00:00,1.30022,1.30126,1.3002,1.30096,563
2020-11-27 08:00:00+00:00,1.30094,1.30105,1.29906,1.29908,736
2020-11-27 09:00:00+00:00,1.29906,1.29991,1.29896,1.29972,509
2020-11-27 10:00:00+00:00,1.2997,1.29988,1.299,1.29918,532
2020-11-27 11:00:00+00:00,1.29922,1.29972,1.29836,1.29916,563
2020-11-27 12:00:00+00:00,1.29912,1.30039,1.29902,1.29924,552
2020-11-27 13:00:00+00:00,1.29922,1.3002,1.29802,1.29846,1021
2020-11-27 14:00:00+00:00,1.29844,1.29883,1.2977,1.29838,1230
2020-11-27 15:00:00+00:00,1.29836,1.29888,1.29722,1.29784,1392
2020-11-27 16:00:00+00:00,1.29781,1.29928,1.29752,1.2991,1205
2020-11-27 17:00:00+00:00,1.29908,1.29932,1.29813,1.29875,756
2020-11-27 18:00:00+00:00,1.29872,1.29882,1.29824,1.29872,369
2020-11-27 19:00:00+00:00,1.29874,1.29884,1.29838,1.29852,269
2020-11-27 20:00:00+00:00,1.2985,1.29911,1.29814,1.2991,312
2020-11-27 21:00:00+00:00,1.29912,1.29975,1.29843,1.29905,981
2020-11-29 22:00:00+00:00,1.3001,1.3001,1.29832,1.2985,65
2020-11-29 23:00:00+00:00,1.29854,1.29858,1.29772,1.29836,456
2020-11-30 00:00:00+00:00,1.29838,1.29942,1.29831,1.2988,785
2020-11-30 01:00:00+00:00,1.29878,1.29923,1.29823,1.29826,854
2020-11-30 02:00:00+00:00,1.29828,1.29904,1.29815,1.29895,704
2020-11-30 03:00:00+00:00,1.29897,1.29908,1.2982,1.29882,431
2020-11-30 04:00:00+00:00,1.29884,1.2994,1.29862,1.29896,340
2020-11-30 05:00:00+00:00,1.29899,1.29951,1.29834,1.29834,511
2020-11-30 06:00:00+00:00,1.29832,1.29927,1.29814,1.29906,578
2020-11-30 07:00:00+00:00,1.29908,1.29956,1.29863,1.2987,911
2020-11-30 08:00:00+00:00,1.29868,1.29926,1.29727,1.29816,1191
2020-11-30 09:00:00+00:00,1.29818,1.29853,1.29726,1.29744,840
2020-11-30 10:00:00+00:00,1.29746,1.29768,1.29584,1.29608,632
2020-11-30 11:00:00+00:00,1.29606,1.29614,1.29498,1.29533,643
2020-11-30 12:00:00+00:00,1.2953,1.29602,1.29494,1.296,939
2020-11-30 13:00:00+00:00,1.29597,1.29604,1.2943,1.2945,1334
2020-11-30 14:00:00+00:00,1.29452,1.29478,1.29314,1.29354,1963
2020-11-30 15:00:00+00:00,1.29351,1.29621,1.29236,1.29592,3724
2020-11-30 16:00:00+00:00,1.29596,1.2994,1.29582,1.2982,3283
2020-11-30 17:00:00+00:00,1.29824,1.2991,1.29766,1.29773,1320
2020-11-30 18:00:00+00:00,1.29775,1.29826,1.29742,1.29794,813
2020-11-30 19:00:00+00:00,1.29796,1.29839,1.29595,1.29604,1083
2020-11-30 20:00:00+00:00,1.29606,1.29894,1.29606,1.29878,1581
2020-11-30 21:00:00+00:00,1.29876,1.30106,1.29772,1.30082,870
2020-11-30 22:00:00+00:00,1.3002,1.30088,1.30004,1.3004,67
2020-11-30 23:00:00+00:00,1.30036,1.30038,1.29902,1.29914,421
2020-12-01 00:00:00+00:00,1.29912,1.29921,1.29759,1.29778,533
2020-12-01 01:00:00+00:00,1.29775,1.29814,1.29754,1.29784,526
2020-12-01 02:00:00+00:00,1.29782,1.2979,1.29748,1.2976,437
2020-12-01 03:00:00+00:00,1.29758,1.29762,1.29696,1.29704,437
2020-12-01 04:00:00+00:00,1.29702,1.29704,1.29653,1.29686,240
2020-12-01 05:00:00+00:00,1.29689,1.297,1.29657,1.29672,347
2020-12-01 06:00:00+00:00,1.29674,1.29724,1.2965,1.29697,311
2020-12-01 07:00:00+00:00,1.29694,1.29697,1.29512,1.29582,729
2020-12-01 08:00:00+00:00,1.2958,1.29642,1.29429,1.29487,1207
2020-12-01 09:00:00+00:00,1.29485,1.29769,1.29476,1.29734,1205
2020-12-01 10:00:00+00:00,1.29736,1.29815,1.29694,1.29766,946
2020-12-01 11:00:00+00:00,1.29768,1.29801,1.29671,1.29701,956
2020-12-01 12:00:00+00:00,1.29704,1.29779,1.29678,1.29714,746
2020-12-01 13:00:00+00:00,1.29712,1.29784,1.29536,1.29536,1416
2020-12-01 14:00:00+00:00,1.29534,1.29704,1.29526,1.29658,1689
2020-12-01 15:00:00+00:00,1.2966,1.29758,1.29548,1.29622,3325
2020-12-01 16:00:00+00:00,1.2962,1.29638,1.29447,1.29586,2775
2020-12-01 17:00:00+00:00,1.29588,1.29594,1.29415,1.29442,1321
2020-12-01 18:00:00+00:00,1.2944,1.29526,1.29396,1.29446,1052
2020-12-01 19:00:00+00:00,1.29444,1.29466,1.29302,1.2936,873
2020-12-01 20:00:00+00:00,1.29363,1.29478,1.29282,1.2937,1170
2020-12-01 21:00:00+00:00,1.29368,1.29416,1.29328,1.29344,631
2020-12-01 22:00:00+00:00,1.2935,1.29414,1.2935,1.29378,105
2020-12-01 23:00:00+00:00,1.29374,1.29387,1.29332,1.29338,382
2020-12-02 00:00:00+00:00,1.2934,1.29382,1.29314,1.2937,552
2020-12-02 01:00:00+00:00,1.29372,1.29497,1.29328,1.2947,974
2020-12-02 02:00:00+00:00,1.29472,1.29496,1.29412,1.29472,547
2020-12-02 03:00:00+00:00,1.2947,1.29476,1.29374,1.29376,402
2020-12-02 04:00:00+00:00,1.29379,1.2943,1.29379,1.2943,397
2020-12-02 05:00:00+00:00,1.29433,1.2949,1.29432,1.29458,567
2020-12-02 06:00:00+00:00,1.2946,1.2946,1.29396,1.29416,420
2020-12-02 07:00:00+00:00,1.29418,1.29419,1.29195,1.29282,1048
2020-12-02 08:00:00+00:00,1.29284,1.29441,1.29272,1.29354,1802
2020-12-02 09:00:00+00:00,1.29356,1.29356,1.29164,1.29284,1057
2020-12-02 10:00:00+00:00,1.29282,1.29412,1.29277,1.29388,781
2020-12-02 11:00:00+00:00,1.2939,1.29572,1.29372,1.29516,843
2020-12-02 12:00:00+00:00,1.29518,1.29587,1.29479,1.29534,1405
2020-12-02 13:00:00+00:00,1.29536,1.29536,1.29354,1.29478,1645
2020-12-02 14:00:00+00:00,1.2948,1.29496,1.29332,1.29344,2100
2020-12-02 15:00:00+00:00,1.29346,1.29429,1.29234,1.29424,2396
2020-12-02 16:00:00+00:00,1.29422,1.2943,1.29304,1.29351,1089
2020-12-02 17:00:00+00:00,1.29353,1.29386,1.29308,1.29334,896
2020-12-02 18:00:00+00:00,1.29332,1.29341,1.29249,1.29308,576
2020-12-02 19:00:00+00:00,1.2931,1.29402,1.2922,1.29222,1015
2020-12-02 20:00:00+00:00,1.29219,1.29248,1.29168,1.29244,709
2020-12-02 21:00:00+00:00,1.29246,1.29248,1.29102,1.29182,658
2020-12-02 22:00:00+00:00,1.29188,1.29224,1.29166,1.29194,146
2020-12-02 23:00:00+00:00,1.2919,1.29208,1.29148,1.29175,292
2020-12-03 00:00:00+00:00,1.29177,1.29248,1.29174,1.29246,306
2020-12-03 01:00:00+00:00,1.29244,1.29286,1.29194,1.29225,518
2020-12-03 02:00:00+00:00,1.29228,1.29248,1.29192,1.29224,471
2020-12-03 03:00:00+00:00,1.29226,1.29238,1.29174,1.29206,297
2020-12-03 04:00:00+00:00,1.29208,1.2927,1.29208,1.29262,256
2020-12-03 05:00:00+00:00,1.29265,1.29271,1.29232,1.29264,259
2020-12-03 06:00:00+00:00,1.29266,1.293,1.29246,1.29276,376
2020-12-03 07:00:00+00:00,1.29274,1.29274,1.2914,1.29172,794
2020-12-03 08:00:00+00:00,1.29174,1.29194,1.29076,1.29185,1153
2020-12-03 09:00:00+00:00,1.29183,1.29414,1.29166,1.29334,1079
2020-12-03 10:00:00+00:00,1.29336,1.29396,1.29312,1.29324,865
2020-12-03 11:00:00+00:00,1.29326,1.29354,1.29236,1.2926,802
2020-12-03 12:00:00+00:00,1.29262,1.293,1.29038,1.29078,1061
2020-12-03 13:00:00+00:00,1.29075,1.29184,1.29046,1.29163,1466
2020-12-03 14:00:00+00:00,1.29161,1.29188,1.28968,1.28992,1956
2020-12-03 15:00:00+00:00,1.2899,1.2899,1.28691,1.28732,1957
2020-12-03 16:00:00+00:00,1.2873,1.2884,1.28713,1.28755,1545
2020-12-03 17:00:00+00:00,1.28758,1.28834,1.28688,1.28694,969
2020-12-03 18:00:00+00:00,1.28696,1.28701,1.28566,1.28618,902
2020-12-03 19:00:00+00:00,1.2862,1.2863,1.28524,1.28556,784
2020-12-03 20:00:00+00:00,1.28554,1.28816,1.28554,1.28681,1352
2020-12-03 21:00:00+00:00,1.28684,1.2872,1.2859,1.28622,493
2020-12-03 22:00:00+00:00,1.28584,1.28686,1.28584,1.28638,134
2020-12-03 23:00:00+00:00,1.28634,1.2868,1.28576,1.2868,333
2020-12-04 00:00:00+00:00,1.28678,1.2869,1.28598,1.28658,424
2020-12-04 01:00:00+00:00,1.28656,1.2874,1.28601,1.28683,818
2020-12-04 02:00:00+00:00,1.28686,1.28693,1.28582,1.28588,520
2020-12-04 03:00:00+00:00,1.28584,1.28622,1.28576,1.28607,408
2020-12-04 04:00:00+00:00,1.28609,1.28626,1.28575,1.28614,256
2020-12-04 05:00:00+00:00,1.28612,1.28619,1.2856,1.28567,383
2020-12-04 06:00:00+00:00,1.2857,1.2858,1.28474,1.28514,534
2020-12-04 07:00:00+00:00,1.28516,1.28608,1.28476,1.28605,834
2020-12-04 08:00:00+00:00,1.28607,1.28652,1.28536,1.28616,978
2020-12-04 09:00:00+00:00,1.28618,1.28658,1.28512,1.28559,1065
2020-12-04 10:00:00+00:00,1.28562,1.28688,1.28544,1.28607,887
2020-12-04 11:00:00+00:00,1.28605,1.2865,1.28556,1.28622,805
2020-12-04 12:00:00+00:00,1.2862,1.28636,1.285,1.28592,797
2020-12-04 13:00:00+00:00,1.2859,1.28628,1.28228,1.28354,3275
2020-12-04 14:00:00+00:00,1.28356,1.2841,1.28048,1.28114,3234
2020-12-04 15:00:00+00:00,1.28116,1.2815,1.27922,1.28042,2658
2020-12-04 16:00:00+00:00,1.2804,1.2809,1.27902,1.27976,1353
2020-12-04 17:00:00+00:00,1.27974,1.28033,1.27901,1.27952,822
2020-12-04 18:00:00+00:00,1.27954,1.27999,1.27802,1.27862,795
2020-12-04 19:00:00+00:00,1.27865,1.27869,1.27781,1.278,737
2020-12-04 20:00:00+00:00,1.27802,1.27828,1.27748,1.27787,927
2020-12-04 21:00:00+00:00,1.2779,1.27936,1.27725,1.27842,777
2020-12-06 22:00:00+00:00,1.278,1.2791,1.27754,1.2785,510
2020-12-06 23:00:00+00:00,1.27846,1.27866,1.27786,1.27819,518
2020-12-07 00:00:00+00:00,1.27821,1.27847,1.27776,1.27802,556
2020-12-07 01:00:00+00:00,1.27804,1.27884,1.27782,1.27818,741
2020-12-07 02:00:00+00:00,1.27816,1.27835,1.2778,1.27808,520
2020-12-07 03:00:00+00:00,1.27805,1.2786,1.27786,1.27852,420
2020-12-07 04:00:00+00:00,1.27855,1.27922,1.27844,1.27906,286
2020-12-07 05:00:00+00:00,1.27903,1.27908,1.27868,1.27879,259
2020-12-07 06:00:00+00:00,1.27881,1.27926,1.27862,1.27898,349
2020-12-07 07:00:00+00:00,1.279,1.27936,1.27795,1.27823,887
2020-12-07 08:00:00+00:00,1.27826,1.28264,1.27826,1.28232,2309
2020-12-07 09:00:00+00:00,1.2823,1.28331,1.28175,1.28199,1551
2020-12-07 10:00:00+00:00,1.28196,1.28232,1.28092,1.28136,988
2020-12-07 11:00:00+00:00,1.28133,1.28174,1.28086,1.28137,967
2020-12-07 12:00:00+00:00,1.28134,1.28163,1.28088,1.28116,843
2020-12-07 13:00:00+00:00,1.2812,1.28141,1.27936,1.27949,1229
2020-12-07 14:00:00+00:00,1.27952,1.28058,1.27912,1.27992,1675
2020-12-07 15:00:00+00:00,1.27994,1.28148,1.27982,1.2812,1582
2020-12-07 16:00:00+00:00,1.28116,1.28122,1.2796,1.27962,996
2020-12-07 17:00:00+00:00,1.27964,1.27978,1.27877,1.2794,752
2020-12-07 18:00:00+00:00,1.27943,1.28103,1.2794,1.28037,906
2020-12-07 19:00:00+00:00,1.2804,1.28066,1.27958,1.27968,683
2020-12-07 20:00:00+00:00,1.2797,1.28094,1.27968,1.27986,744
2020-12-07 21:00:00+00:00,1.27984,1.28062,1.27949,1.27982,403
2020-12-07 22:00:00+00:00,1.27978,1.28024,1.27974,1.27999,46
2020-12-07 23:00:00+00:00,1.27994,1.2804,1.27966,1.28037,191
2020-12-08 00:00:00+00:00,1.2804,1.2809,1.28017,1.28036,446
2020-12-08 01:00:00+00:00,1.28038,1.2804,1.27924,1.27975,731
2020-12-08 02:00:00+00:00,1.27978,1.27987,1.27932,1.27937,408
2020-12-08 03:00:00+00:00,1.27935,1.27937,1.27896,1.2791,302
2020-12-08 04:00:00+00:00,1.27912,1.27916,1.2787,1.27898,269
2020-12-08 05:00:00+00:00,1.27896,1.27896,1.2787,1.27882,228
2020-12-08 06:00:00+00:00,1.27885,1.27957,1.27854,1.27936,370
2020-12-08 07:00:00+00:00,1.27938,1.28012,1.27893,1.27923,790
2020-12-08 08:00:00+00:00,1.27926,1.28026,1.2786,1.27893,1296
2020-12-08 09:00:00+00:00,1.2789,1.27892,1.27702,1.27731,1058
2020-12-08 10:00:00+00:00,1.27733,1.27898,1.27682,1.27898,938
2020-12-08 11:00:00+00:00,1.279,1.28066,1.279,1.2806,1158
2020-12-08 12:00:00+00:00,1.28058,1.28058,1.27934,1.28023,1034
2020-12-08 13:00:00+00:00,1.28021,1.28074,1.27906,1.28052,1709
2020-12-08 14:00:00+00:00,1.2805,1.2805,1.27802,1.27936,1653
2020-12-08 15:00:00+00:00,1.27934,1.28119,1.27888,1.27916,2073
2020-12-08 16:00:00+00:00,1.27914,1.28166,1.27827,1.28087,1410
2020-12-08 17:00:00+00:00,1.2809,1.28232,1.28049,1.28202,929
2020-12-08 18:00:00+00:00,1.28199,1.28258,1.28161,1.2824,770
2020-12-08 19:00:00+00:00,1.28238,1.28238,1.28162,1.28193,522
2020-12-08 20:00:00+00:00,1.28191,1.28236,1.28157,1.28188,492
2020-12-08 21:00:00+00:00,1.28186,1.28227,1.28136,1.2819,319
2020-12-08 22:00:00+00:00,1.28186,1.28246,1.28148,1.28172,145
2020-12-08 23:00:00+00:00,1.28166,1.28188,1.28142,1.28162,187
2020-12-09 00:00:00+00:00,1.28166,1.28181,1.28114,1.2814,416
2020-12-09 01:00:00+00:00,1.28138,1.28158,1.28115,1.28141,447
2020-12-09 02:00:00+00:00,1.28144,1.28153,1.28069,1.28071,285
2020-12-09 03:00:00+00:00,1.28069,1.28082,1.27996,1.28006,344
2020-12-09 04:00:00+00:00,1.28008,1.28016,1.27983,1.28003,272
2020-12-09 05:00:00+00:00,1.28,1.28017,1.2799,1.2799,243
2020-12-09 06:00:00+00:00,1.27992,1.27995,1.2792,1.27942,487
2020-12-09 07:00:00+00:00,1.27944,1.2797,1.27906,1.27946,571
2020-12-09 08:00:00+00:00,1.27944,1.27986,1.27802,1.27826,1263
2020-12-09 09:00:00+00:00,1.27828,1.2791,1.27751,1.27778,910
2020-12-09 10:00:00+00:00,1.27775,1.27871,1.27737,1.27856,897
2020-12-09 11:00:00+00:00,1.27858,1.27923,1.27795,1.27863,777
2020-12-09 12:00:00+00:00,1.27861,1.27936,1.27816,1.27855,761
2020-12-09 13:00:00+00:00,1.27853,1.27883,1.27766,1.27813,889
2020-12-09 14:00:00+00:00,1.27815,1.27988,1.2778,1.27885,1492
2020-12-09 15:00:00+00:00,1.27879,1.2811,1.27698,1.28014,3074
2020-12-09 16:00:00+00:00,1.28016,1.28138,1.27914,1.27917,1513
2020-12-09 17:00:00+00:00,1.27915,1.28198,1.27912,1.28126,1325
2020-12-09 18:00:00+00:00,1.28129,1.28334,1.28116,1.28298,1440
2020-12-09 19:00:00+00:00,1.28296,1.28296,1.28171,1.28188,1137
2020-12-09 20:00:00+00:00,1.28191,1.28221,1.28112,1.28198,1102
2020-12-09 21:00:00+00:00,1.282,1.28258,1.28169,1.28188,531
2020-12-09 22:00:00+00:00,1.28184,1.28276,1.28184,1.2824,99
2020-12-09 23:00:00+00:00,1.28244,1.28295,1.28231,1.28277,180
2020-12-10 00:00:00+00:00,1.28275,1.28277,1.28165,1.28177,532
2020-12-10 01:00:00+00:00,1.2818,1.28214,1.28156,1.28182,570
2020-12-10 02:00:00+00:00,1.28184,1.28197,1.28002,1.28004,507
2020-12-10 03:00:00+00:00,1.28002,1.28034,1.27984,1.28001,328
2020-12-10 04:00:00+00:00,1.28003,1.28006,1.27944,1.27948,301
2020-12-10 05:00:00+00:00,1.27952,1.27998,1.27948,1.27974,317
2020-12-10 06:00:00+00:00,1.27977,1.28072,1.27972,1.28072,435
2020-12-10 07:00:00+00:00,1.28074,1.28112,1.28009,1.28025,1024
2020-12-10 08:00:00+00:00,1.28023,1.28036,1.2791,1.28018,1333
2020-12-10 09:00:00+00:00,1.28015,1.28062,1.27919,1.27955,1072
2020-12-10 10:00:00+00:00,1.27957,1.27982,1.27825,1.27836,898
2020-12-10 11:00:00+00:00,1.27838,1.27884,1.27801,1.27832,796
2020-12-10 12:00:00+00:00,1.2783,1.27859,1.27652,1.2767,1180
2020-12-10 13:00:00+00:00,1.27674,1.2769,1.27356,1.27541,2749
2020-12-10 14:00:00+00:00,1.27538,1.27682,1.27152,1.2717,3574
2020-12-10 15:00:00+00:00,1.27172,1.27216,1.2707,1.27174,3076
2020-12-10 16:00:00+00:00,1.27172,1.2728,1.27116,1.27278,1624
